10000 20000
1179 1430 41157594 
1179 8418 24967902 
1179 7734 59651156 
1180 2659 77061815 
1180 2598 96285382 
1180 5549 9237231 
1180 2240 14013519 
1181 4253 35224821 
1181 9656 85034412 
1181 7020 91963927 
1181 6876 39472413 
1182 9393 95636516 
1182 7084 95421240 
1183 8943 92087067 
1183 2899 51066963 
1184 6510 90529456 
1184 8566 32301800 
1184 3622 38307945 
1184 5060 69057180 
1184 6493 59245833 
1184 7560 13536568 
1185 6993 2573771 
1185 7459 85930859 
1186 7911 72810008 
1186 9900 28669101 
1186 8068 11581305 
1186 5281 58302365 
1186 4408 66386326 
1187 3171 84122880 
1187 6966 45916121 
1187 5944 10546927 
1187 6658 55882550 
1187 5712 44138524 
1187 7401 204986 
1188 6854 79265417 
1188 9363 56808821 
1188 1374 90689351 
1188 7465 44160119 
1189 9532 52122976 
1189 2756 67862561 
1189 5849 54485796 
1189 7321 95133147 
1190 3938 59542577 
1190 1441 67176671 
1190 9518 29248114 
1191 1819 79451461 
1191 2681 15129976 
1191 7270 10953469 
1191 8381 88445477 
1192 9293 5779039 
1192 3454 13358469 
1192 9473 46635745 
1192 3030 50109774 
1192 8755 47883282 
1193 9865 63066850 
1193 1815 7760776 
1193 1370 61243475 
1193 4236 63968868 
1194 8083 43145901 
1194 1757 83334155 
1194 4751 95448165 
1194 4207 1016660 
1194 5994 97402693 
1195 4243 81335192 
1195 5907 81680843 
1196 3301 47030674 
1196 8817 18818797 
1196 5822 28581357 
1197 9734 85841061 
1197 6995 61496801 
1197 2490 99083768 
1197 2082 1651461 
1198 7939 34016587 
1198 4607 34631325 
1199 6510 25599793 
1199 8454 13357835 
1199 7067 53019361 
1199 6026 21442629 
1199 4133 87095987 
1199 4332 1809609 
1199 4673 31309399 
1200 7380 86546403 
1200 3494 67285341 
1200 9427 21592058 
1201 7250 49556579 
1201 9835 23013733 
1201 2556 50533886 
1201 2803 71572082 
1201 5251 74042344 
1201 2366 71617165 
1201 5722 44055370 
1201 6771 43384393 
1202 7957 27021848 
1202 5884 19163663 
1202 6751 64034845 
1202 8447 15997930 
1203 3121 77267587 
1203 8652 96373780 
1204 1461 59433694 
1204 6553 78512183 
1204 8914 89907331 
1204 3069 16164127 
1204 9525 94861811 
1204 2437 52000766 
1205 2304 51983475 
1205 4559 35752696 
1205 2892 4245553 
1206 2036 61566126 
1206 2410 79035454 
1206 4300 75681582 
1206 1987 46669906 
1206 9951 17601646 
1206 4100 84349467 
1206 7866 12031923 
1207 7026 4350905 
1208 7118 22918315 
1208 3237 495142 
1209 4026 75834948 
1209 5207 42087832 
1209 3254 33324222 
1209 8383 43896341 
1209 4300 92587825 
1209 4145 83056145 
1210 5381 88051798 
1210 6165 57671115 
1210 7411 17144001 
1210 5365 23107169 
1211 2078 98968412 
1211 3189 83267206 
1211 7395 51041646 
1211 4827 70651551 
1211 7610 33515164 
1212 4027 20873605 
1212 4380 40337506 
1212 4509 46450146 
1212 8946 44307751 
1213 3305 35813258 
1214 9173 32520330 
1214 1611 72428151 
1214 4966 63220357 
1215 1971 12731108 
1215 5954 84467182 
1215 9602 44487688 
1216 4102 86290561 
1216 8732 29941418 
1217 7922 76748383 
1217 8918 2033556 
1218 8134 50788277 
1218 6913 51416859 
1218 4882 81154735 
1220 7118 47324198 
1220 5836 91311089 
1221 3894 6561351 
1221 4140 55612778 
1221 1792 56094233 
1221 9925 61324477 
1222 9227 61848581 
1222 8567 47899476 
1222 3686 35812563 
1222 4466 79782115 
1223 2689 36495856 
1223 4626 47567763 
1224 5489 70363261 
1224 7106 98544134 
1224 1434 29905222 
1225 9281 26080263 
1226 3866 67993036 
1226 8246 13522821 
1227 4810 56713712 
1227 3910 77906909 
1227 9782 16939660 
1227 6219 35337497 
1227 2416 9118594 
1228 4058 32644880 
1228 6761 38029526 
1228 1427 98773346 
1228 6434 9148825 
1229 3528 71544066 
1230 8037 83156444 
1230 3939 20753964 
1230 10000 64209231 
1231 5399 52052612 
1231 3837 88502009 
1231 6828 95302352 
1232 4837 84174751 
1232 1818 7759942 
1232 9700 44760766 
1233 5315 49251036 
1234 4317 30200253 
1234 5658 40708312 
1234 9570 87008392 
1234 6346 4019235 
1235 8358 67466801 
1235 9530 18024044 
1236 2387 54115932 
1236 7073 8378932 
1236 3436 13873573 
1237 3806 52594171 
1237 5617 66962945 
1237 6718 90178724 
1237 2835 85641044 
1237 9510 27443592 
1238 5071 58480017 
1238 4032 58027051 
1238 8446 74456354 
1238 6060 86410205 
1238 3493 12054958 
1238 5628 98921065 
1239 9712 44400429 
1239 5283 44735797 
1239 1806 71691785 
1240 3916 70807618 
1240 4023 6239029 
1240 3433 23935541 
1241 1889 86958625 
1241 4668 33537333 
1241 8502 29453580 
1241 5822 77639423 
1241 4142 63566091 
1242 7429 39285889 
1242 9912 51597819 
1243 5476 77628770 
1243 5730 14216674 
1244 4241 89330323 
1244 5826 89094000 
1244 3007 87488210 
1244 3712 77688990 
1245 6198 83805430 
1246 4708 68552506 
1247 2200 60062130 
1247 8634 87371573 
1247 3708 20045370 
1248 8922 67172302 
1248 9813 90840826 
1248 3143 88803736 
1248 9444 13126939 
1248 4516 13458292 
1248 6328 95660941 
1248 8931 26953615 
1248 5582 99607133 
1249 8483 54020208 
1249 4329 42030351 
1249 7625 70004284 
1250 6124 14573424 
1250 9016 12627934 
1250 6079 14906486 
1251 2687 31081652 
1251 6327 67089031 
1251 8717 34275086 
1251 7676 96692338 
1252 4252 89365741 
1252 1659 58949438 
1252 9144 12679832 
1252 2151 84107290 
1252 6858 25754587 
1253 5571 45202402 
1253 6154 64242709 
1253 5019 74721243 
1253 6699 59110799 
1253 7247 72300531 
1253 9297 48098826 
1254 6387 26838653 
1254 2433 66028817 
1255 3227 17142803 
1255 7655 81885778 
1255 9367 70615589 
1255 3663 3617615 
1255 8800 91853820 
1256 3960 28504731 
1256 5248 34773646 
1257 9634 31403978 
1257 8204 43374152 
1257 3251 65907936 
1257 1259 5027438 
1257 1534 36918159 
1257 8516 9834625 
1258 3689 88479152 
1259 6188 30348402 
1259 5180 83481558 
1260 4132 19365414 
1260 4257 25986667 
1260 4993 52477155 
1260 5587 39810611 
1260 7915 87614386 
1261 6609 50096292 
1261 6272 8304986 
1262 3555 18473349 
1262 9739 29689495 
1262 6442 98788013 
1262 5901 27701168 
1262 8217 58084840 
1263 7793 85957336 
1264 6889 72451512 
1265 5298 66700638 
1265 3417 50445049 
1265 9140 7700957 
1265 7506 13444858 
1265 2444 59286796 
1265 2720 8389559 
1266 6261 43529189 
1266 3982 5674714 
1266 9774 57919623 
1266 1749 94459175 
1268 3132 15627746 
1268 8099 64151554 
1268 4817 51427957 
1268 3155 77573742 
1268 5427 55148069 
1268 4020 32936381 
1269 4107 12052408 
1269 4232 40262014 
1269 2865 45637659 
1270 9398 40115928 
1270 9415 79635436 
1270 8026 62026669 
1270 4890 85865012 
1271 3980 49245351 
1271 2733 41654408 
1271 5769 81518547 
1271 6565 44162563 
1272 3946 10864308 
1272 7891 75904873 
1272 9764 76002113 
1272 2776 56365735 
1272 3862 65085237 
1272 6272 55297524 
1273 5598 57488151 
1273 7693 64653383 
1273 3315 91626706 
1273 8147 4486004 
1273 2474 63743933 
1274 6225 67659781 
1274 2432 84019003 
1274 8386 26157255 
1275 9022 11759290 
1275 4298 18117909 
1275 6347 12345313 
1276 3818 77840255 
1277 4369 3985395 
1277 7601 10395678 
1277 7304 58805963 
1277 4617 44789375 
1277 6629 97086404 
1277 1703 3191597 
1277 4633 93443813 
1277 4351 44080404 
1278 2691 35871585 
1278 3792 91064101 
1278 9499 50218461 
1279 6145 32170128 
1279 4851 53195788 
1279 2330 36977711 
1279 9494 53875067 
1280 4243 48252903 
1280 7393 75809821 
1281 2535 30836101 
1281 9169 52085291 
1281 3520 85421350 
1281 8190 49042584 
1282 8673 46121801 
1282 4749 21324650 
1282 5393 73215735 
1282 2035 25680634 
1282 5228 38795874 
1282 8877 84070436 
1283 3995 45244338 
1283 4928 64806582 
1284 8543 88401618 
1284 3319 94511885 
1284 9053 42242941 
1285 5015 54735810 
1285 3662 45266448 
1285 9853 6472092 
1286 7109 28677666 
1286 3546 45621537 
1286 8556 45199794 
1287 5471 50880741 
1288 2105 72011892 
1288 5308 7213888 
1288 7252 35647697 
1288 2897 64542685 
1288 4392 20690392 
1289 4332 76001227 
1289 7740 82885869 
1289 4264 1968563 
1290 3047 24467634 
1290 2086 69412125 
1290 4234 74251855 
1291 2168 95192245 
1292 6772 63638591 
1293 9081 14243492 
1293 6964 89763216 
1293 3526 19806261 
1293 1912 89746195 
1294 9684 68509549 
1294 3636 85438143 
1294 5965 67405520 
1294 7539 67099255 
1295 3061 68162615 
1296 9094 33677654 
1296 8485 6351065 
1296 7265 31279836 
1296 3355 5178521 
1297 8235 31141340 
1297 3216 72141603 
1297 5831 6435617 
1297 7730 9765316 
1298 1441 75158931 
1298 8480 67772608 
1298 6347 95942352 
1299 1811 38109207 
1299 5882 3142440 
1299 7986 29592847 
1300 5513 7938637 
1300 9230 66969539 
1300 8493 3296416 
1300 6000 28226135 
1301 3292 29950313 
1301 5858 19711042 
1301 5827 41869957 
1302 8643 2115094 
1302 8847 14092755 
1303 6655 88337366 
1303 2383 38405638 
1303 6723 11882165 
1303 3872 91591760 
1303 6997 434622 
1304 7106 70115257 
1304 2955 7732256 
1305 9081 67077352 
1305 4241 60630085 
1305 7302 61640575 
1306 9335 98663939 
1306 1711 96045688 
1306 1926 15145148 
1306 4309 8840771 
1307 2355 48355796 
1307 2118 54424917 
1307 7143 62154684 
1307 8565 99325441 
1308 8917 61344787 
1308 5472 33269458 
1308 7216 23411588 
1309 7827 89875306 
1309 2215 22449560 
1309 4077 12576397 
1309 7252 92878090 
1310 2047 87708217 
1310 9427 44815216 
1310 2584 19749997 
1310 5995 87621492 
1310 4710 95014727 
1310 3006 4503408 
1311 4369 80072012 
1311 1675 76788114 
1311 8547 96654670 
1311 7240 86086274 
1311 8663 77525367 
1311 7930 28179711 
1311 2357 89015031 
1312 9401 64229926 
1312 8310 82403639 
1312 5769 17034592 
1313 8213 47811432 
1313 3848 92488559 
1313 3203 42896870 
1313 7832 65588390 
1314 6278 56510595 
1314 2727 67247222 
1314 4821 68924030 
1314 7022 12635078 
1314 6378 45452812 
1315 9252 73051021 
1315 4447 19755098 
1315 2766 12442401 
1315 9515 81942436 
1316 1703 32434970 
1316 7671 3565415 
1317 2098 30892269 
1317 6316 15828712 
1317 8193 32353843 
1317 7534 51314930 
1317 5287 84891667 
1317 2112 59628899 
1318 3547 53996787 
1318 6586 40543683 
1318 7363 51835103 
1319 1407 58703444 
1319 1570 87970937 
1319 9906 582044 
1319 8422 68815787 
1320 8684 56994531 
1320 1388 83878478 
1320 1740 50081434 
1321 3260 71033026 
1321 7186 8242726 
1321 7752 79895786 
1322 8841 74405990 
1322 6582 52859769 
1322 9593 95221383 
1322 7594 99612272 
1322 4693 46071696 
1323 7210 76543362 
1323 2115 74515617 
1324 3203 24264875 
1324 7347 29344842 
1324 9259 78019053 
1324 1375 14848292 
1324 3043 27076395 
1325 2718 29612502 
1325 1922 22537128 
1325 5185 23144764 
1326 8736 33915948 
1326 9262 54348317 
1326 6787 95880706 
1326 4781 82992239 
1327 9717 99368786 
1328 4970 2022790 
1328 5019 90035243 
1328 3613 24648646 
1328 5159 44821208 
1328 8999 84020420 
1329 2090 74696459 
1331 7296 18610455 
1331 8694 38153198 
1331 4707 89576347 
1331 4949 5341153 
1331 8947 22764449 
1331 1878 87941759 
1331 9887 20587394 
1331 7154 47611410 
1331 1580 56396323 
1332 2381 1651443 
1332 2556 63535917 
1332 8500 66941249 
1333 6684 18441252 
1333 2873 68563766 
1333 3785 51389363 
1334 3332 223256 
1334 4036 70414904 
1334 2415 71317965 
1334 6751 41334616 
1334 9648 80989168 
1335 5741 66460529 
1335 6437 74672084 
1335 8716 38299412 
1335 9599 51999838 
1336 9410 50271209 
1336 7632 52924446 
1336 7693 49113722 
1336 7001 4691066 
1337 4192 58557240 
1337 8578 98093110 
1337 9566 38592284 
1337 3495 95654611 
1338 4252 78713819 
1338 4361 48467066 
1338 9352 42037251 
1339 8707 57790036 
1339 8147 81882062 
1339 8831 68925462 
1339 1405 45878837 
1340 5831 29713039 
1340 3079 33285024 
1340 2492 37562271 
1340 1880 58307324 
1340 5309 21988481 
1340 3989 66426275 
1340 5171 8084396 
1340 9424 80840678 
1341 7786 6165981 
1341 4942 86146601 
1341 3935 53925484 
1342 9782 82838307 
1342 9571 41665368 
1342 9614 34990791 
1342 6112 98906054 
1342 2784 35566958 
1343 3566 33346395 
1343 8015 6001102 
1343 5167 40554423 
1343 6710 25274398 
1343 7645 16839794 
1343 9407 26078966 
1343 9235 99813711 
1344 5234 20795748 
1344 4169 85889843 
1344 8850 85842806 
1344 8503 83379079 
1345 7991 81017305 
1345 4113 41944263 
1345 2924 44803039 
1345 9496 42588472 
1345 4376 30924807 
1346 1514 39148981 
1346 5849 13765154 
1347 2793 26403885 
1347 1601 62767255 
1348 8479 68497255 
1348 4891 61359639 
1349 2423 74490918 
1349 5584 75143907 
1349 2570 59071924 
1349 3331 57245654 
1350 8792 70119840 
1350 2483 61402498 
1350 7472 91741782 
1351 3961 94432777 
1351 8071 88350804 
1352 8720 20763412 
1352 4877 19446450 
1352 8016 96665074 
1353 6382 91226766 
1353 3130 59456583 
1354 6695 5081827 
1354 4451 65735591 
1354 2024 21791668 
1354 7906 9465449 
1355 7191 65283744 
1355 4868 90994232 
1355 4081 73802619 
1355 7950 94398408 
1355 5861 41064292 
1355 2251 70911835 
1356 3661 6642685 
1356 3110 62081142 
1356 6872 24437628 
1357 9167 80909 
1357 5360 56543392 
1357 9316 61462601 
1358 5560 7536767 
1358 2484 73828619 
1358 1945 7494346 
1358 8902 71615001 
1358 4616 23474183 
1359 2575 20381137 
1359 6603 76983365 
1360 5131 94788351 
1361 5803 53797208 
1361 6779 41323307 
1361 9450 90673343 
1361 7938 88475235 
1361 4171 85564406 
1362 3362 5524935 
1362 4765 18875247 
1362 3446 44807022 
1362 7800 9723535 
1362 2760 76646507 
1363 1872 16064340 
1363 3598 44466926 
1363 3668 22802815 
1363 9846 1262567 
1363 6688 6250068 
1364 8777 89069919 
1364 8002 34885480 
1364 1964 17241535 
1365 3981 38105526 
1365 3118 12435409 
1365 4134 90360508 
1365 5117 11624824 
1365 5399 80965722 
1365 4745 31834061 
1366 4812 71796775 
1366 3244 1759725 
1367 4167 19383996 
1367 7606 88858818 
1367 8095 18399150 
1368 5298 9897236 
1368 2464 43869446 
1368 6714 19742992 
1369 4317 63496826 
1369 8618 30930274 
1370 9383 65292795 
1370 7367 63792786 
1370 5820 35524267 
1370 7623 72139447 
1371 6673 98920236 
1372 6402 793085 
1372 9793 79100020 
1372 9764 68756796 
1372 9638 73716751 
1373 7158 40069726 
1374 2450 61878827 
1374 1961 25851032 
1375 9073 49115340 
1375 6581 5228783 
1376 8260 14700842 
1376 1774 53435258 
1376 4588 79023257 
1376 8325 7613977 
1376 6306 88915826 
1376 6164 13099797 
1377 4988 13460789 
1377 6947 90066415 
1377 1554 95503864 
1377 9906 89596369 
1378 6790 68018410 
1378 3442 32598952 
1379 8133 5466480 
1379 8418 19898491 
1379 9981 75161125 
1380 1494 84299380 
1380 2307 91590142 
1381 2686 35304553 
1381 9713 13226851 
1381 5961 76770042 
1382 5080 35130070 
1382 6994 61173811 
1382 4422 97805969 
1382 9712 79555970 
1382 5101 27120689 
1382 6652 79380783 
1383 6559 6408190 
1383 5767 15008026 
1383 2817 75409772 
1383 5126 47189496 
1383 7602 93733803 
1383 6592 2532468 
1384 8509 98137213 
1384 7045 15887712 
1384 1830 48100107 
1385 3036 56311991 
1385 9899 26823003 
1385 4277 57805768 
1385 7390 47034157 
1386 1724 48681366 
1386 6413 69026492 
1386 4308 36335685 
1387 5842 50835720 
1387 8753 98348922 
1388 1878 66319474 
1389 4016 96467936 
1389 4250 69927343 
1389 2499 19745288 
1389 4063 73087050 
1390 7592 82093355 
1390 6587 54390132 
1390 2279 38189754 
1390 1858 7150616 
1391 9153 78654300 
1391 6124 21491431 
1391 9490 82084722 
1391 6447 85609493 
1391 6671 96372866 
1391 4256 49490586 
1392 9419 89275428 
1392 4934 27473966 
1392 2683 45227222 
1392 7536 54038771 
1392 5321 18957088 
1393 2099 52352607 
1393 6705 60292749 
1393 4687 71546844 
1393 8578 25556881 
1393 7652 62491453 
1393 2035 89020498 
1393 8763 91020662 
1394 8117 79079552 
1394 2238 29511118 
1394 7267 22484649 
1394 1708 88831674 
1395 8674 15372444 
1395 8828 1153273 
1395 8783 86629423 
1396 2130 56368917 
1397 9407 96572644 
1397 7241 6866239 
1397 2036 83999095 
1398 5352 8178806 
1398 3812 60653911 
1398 8478 38175164 
1398 3147 89595655 
1400 8907 67044891 
1400 8029 26124182 
1400 9610 93530887 
1400 5232 38539085 
1400 4438 41091027 
1400 8002 15458270 
1401 8965 79975936 
1401 8687 43856730 
1401 3048 11021203 
1401 9887 26781267 
1402 2341 55287431 
1402 2005 22979358 
1403 7410 73079473 
1403 5094 69758303 
1403 9806 64284770 
1403 6691 76619929 
1403 5749 56721276 
1403 6663 13507673 
1403 5986 91643379 
1405 8566 66187356 
1405 6321 94648983 
1406 4538 51015371 
1406 7761 51569681 
1406 2195 7234073 
1406 8157 48543902 
1407 6643 52337216 
1407 6607 6398951 
1407 4520 22152714 
1407 9287 52158184 
1407 8715 76829173 
1407 7872 43372857 
1408 1542 57454739 
1408 2963 14454281 
1408 5981 12892011 
1408 3608 73494996 
1408 2843 56838228 
1408 7926 980607 
1409 6868 50850040 
1409 6019 35018698 
1410 3771 90791565 
1410 7342 88043483 
1411 7534 4799557 
1411 4321 125574 
1411 3926 77197076 
1412 6331 37025008 
1412 4517 32533102 
1412 3399 50205289 
1413 6369 21742943 
1413 5535 84935981 
1413 2524 60361137 
1413 7437 4476808 
1413 5267 74817293 
1413 6517 68906281 
1415 7616 45895370 
1415 1446 70272981 
1415 5454 8867978 
1415 8620 21530217 
1415 5650 27492008 
1415 6603 32611094 
1416 6118 45279617 
1416 5094 70590122 
1416 5639 42987138 
1416 8256 52687781 
1417 2309 77432237 
1417 6749 49762555 
1417 4579 60391478 
1417 2117 42312616 
1417 5035 40201484 
1418 4780 74166837 
1418 2365 55656710 
1418 4471 10900127 
1418 9002 19972281 
1418 8575 43041654 
1418 2660 9532529 
1419 2545 66363722 
1419 5624 49095182 
1419 5101 72068116 
1420 6245 40431137 
1421 5406 40205029 
1421 4089 81381645 
1421 9607 47555304 
1422 3065 5792352 
1422 3581 79529439 
1422 3853 29053106 
1423 8685 76306024 
1423 2691 40925171 
1423 2117 69283201 
1425 7176 34830929 
1425 7825 21010489 
1426 3904 41766332 
1426 3924 95324903 
1427 4661 49859188 
1427 9440 25534275 
1427 3412 52082849 
1427 2126 11287491 
1427 3945 24927229 
1428 2126 74425908 
1428 8575 98280263 
1429 4135 80340719 
1429 2345 42187834 
1429 6406 83416947 
1429 5093 85218097 
1429 5751 81535193 
1429 2649 28254432 
1432 2407 79145193 
1432 5815 62460797 
1432 4429 94911401 
1432 2181 34016963 
1432 7771 42402146 
1432 2913 28746991 
1432 2697 15691245 
1433 1660 50756992 
1433 5763 53050876 
1433 1848 94909181 
1433 6936 23701206 
1434 8270 70621857 
1434 3861 19719871 
1434 6985 50023125 
1434 8373 82707665 
1434 3785 54374323 
1434 1707 13704860 
1435 7933 31397694 
1436 4782 78181716 
1436 7392 68423779 
1437 4789 95740472 
1437 7598 98343833 
1438 8821 13160818 
1438 6492 21798504 
1439 8002 85928751 
1439 6339 35779307 
1439 9640 28616667 
1439 9909 71047952 
1440 2604 4793215 
1440 1570 95137625 
1440 4135 91892242 
1440 9005 54986188 
1440 5165 76413462 
1441 6881 78036286 
1441 7762 83676837 
1441 4144 97034759 
1441 2837 52041440 
1442 1853 91108223 
1442 7888 689986 
1442 6432 40291193 
1442 5622 85006961 
1442 5205 25528397 
1443 6419 44484700 
1443 6866 56395333 
1443 9964 54707856 
1443 6769 75014482 
1444 7001 63944224 
1444 4780 36125887 
1444 1704 46600293 
1444 7051 396507 
1444 2295 45865179 
1445 3983 70782863 
1445 8508 50897764 
1445 6201 60658219 
1446 8440 39444015 
1446 7069 4647858 
1446 4922 64368893 
1446 7534 97136994 
1446 7980 1935309 
1447 9009 56187883 
1448 1941 54984812 
1448 9947 81642737 
1448 4458 87190214 
1448 4781 97903401 
1448 9170 68785881 
1449 7065 11699244 
1449 7691 6559028 
1449 3633 34090322 
1450 7311 88770298 
1450 8528 2081192 
1450 3799 18178268 
1450 7188 33768663 
1451 3193 30457590 
1451 7150 77552477 
1451 7499 94334640 
1451 9094 91104179 
1452 8066 98606797 
1453 7259 22173906 
1453 6791 2192808 
1453 5078 78605987 
1453 2853 82195458 
1453 5781 48694656 
1454 6082 14574160 
1454 2520 85937997 
1454 4315 38656148 
1454 9989 72814023 
1454 4223 98760097 
